household_key,department_total,commodity_total,commodity_sub_total,quantity_average,quantity_min,quantity_max,sales_total,sales_min_item,sales_max_item,coupon_total,coupon_average_item,coupon_min_item,coupon_max_item,num_national,num_products,national_brand_percent,PAlive,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,clv,cluster
1973,9,74,117,1.0913838120104438,0,5,1683.55,0,21.11,-157.83,-0.412088772845953,-13.95,0,281,383,0.7336814621409922,7.831106939043594e-6,NA,NA,NA,NA,NA,NA,NA,16.505520133588735,4
1974,17,148,324,154.82648401826484,0,18455,5266,0,48.44,-828.8,-0.5406392694063927,-13.45,0,1263,1533,0.8238747553816047,1.312406934586576e-21,NA,NA,NA,NA,NA,NA,NA,51.627450980392155,3
1975,19,216,624,135.262270699058,0,22499,17548.27,0,95.94,-1892.38,-0.46910758552305404,-13.14,0,3262,4034,0.8086266732771443,0.9999218125900039,35-44,B,75-99K,Renter,Single Male,1,None/Unknown,17241.421924760187,2
1976,15,163,374,1.2070963070238958,0,8,3546.81,0,22.7,-535.66,-0.3878783490224475,-16.49,0,939,1381,0.6799420709630702,0.9999292481947587,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,3487.363625735809,4
1977,9,42,56,122.63855421686748,0,10037,357.99,0,40,-104.4,-1.2578313253012048,-11.8,0,64,83,0.7710843373493976,0.9629937067489949,NA,NA,NA,NA,NA,NA,NA,75.41124168731751,1
1978,12,112,183,122.80988593155894,0,17225,1459.68,0,59.51,-189.63,-0.36051330798479087,-23.86,0,337,526,0.6406844106463878,0.9999335737680036,NA,NA,NA,NA,NA,NA,NA,1435.8317226530341,3
1979,8,79,139,69.28912466843501,0,10670,1146.67,0,30.51,-284.02,-0.7533687002652519,-12.95,0,276,377,0.7320954907161804,0.9997665084254285,45-54,U,150-174K,Unknown,2 Adults Kids,3,1,1109.521739458158,1
1980,19,156,379,83.80713743356112,0,9711,4443.15,0,29.02,-858.55,-0.6518982536066819,-18.01,0,830,1317,0.6302201974183751,0.9660470361278428,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1000.9767984427901,1
1981,13,101,184,1.327054794520548,0,7,1450.68,0,17.74,-512.07,-0.876832191780822,-16.76,0,384,584,0.6575342465753424,1.0000000000000284,NA,NA,NA,NA,NA,NA,NA,1436.457647062905,4
1982,12,113,233,215.58658536585367,0,12066,4213.85,0,37.14,-517.22,-0.3153780487804878,-5,0,881,1640,0.5371951219512195,1.0000000000000568,25-34,U,100-124K,Unknown,Single Male,1,None/Unknown,4172.537745121754,1
1983,15,139,255,35.778301886792455,1,21933,2497.9,0,50.2,-328.59,-0.5166509433962264,-30.76,0,521,636,0.8191823899371069,0.9994584136553729,NA,NA,NA,NA,NA,NA,NA,2346.3364084423492,3
1984,2,9,10,1.4666666666666666,1,3,38.94,0,8.99,-12.26,-0.8173333333333334,-5.49,0,8,15,0.5333333333333333,0.9682440788992479,NA,NA,NA,NA,NA,NA,NA,9.234195840412951,4
1985,18,170,444,1.2750871755133668,0,72,8605.36,0,40.58,-1222.93,-0.4738202247191011,-12.95,0,1937,2581,0.750484308407594,0.9999999999999716,25-34,U,50-74K,Unknown,Unknown,5+,3+,8520.99372546597,4
1986,6,58,72,1.3402061855670102,1,10,230.06,0.4,14.92,-54.86,-0.5655670103092784,-7.9,0,61,97,0.6288659793814433,0.9891363069604554,NA,NA,NA,NA,NA,NA,NA,109.18705014119296,4
1987,14,150,321,1.2654387865655472,0,10,1973.54,0,20.76,-664.42,-0.7198483206933911,-19.81,0,538,923,0.5828819068255688,0.9996737613270623,NA,NA,NA,NA,NA,NA,NA,1892.4524510060608,4
1988,19,159,395,235.7609841827768,0,15926,7907.93,0,41.86,-1401.38,-0.8209607498535443,-24.95,0,1189,1707,0.6965436438195665,0.9990291699624678,NA,NA,NA,NA,NA,NA,NA,7137.473871823101,3
1989,12,113,214,85.83296863603209,0,12853,3052.87,0,35.11,-703.02,-0.5127789934354485,-9.99,0,916,1371,0.6681254558716265,0.9996015093610803,65+,U,15-24K,Homeowner,Single Female,1,None/Unknown,2907.0948918744502,1
1990,16,129,278,353.62918838421444,0,17297,4593.26,0,150,-861.69,-0.6416157855547282,-8.1,0,986,1343,0.7341772151898734,0.9985872243886498,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,3985.207625297024,3
1991,6,40,57,108.39682539682539,1,7550,320.14,0.3,20,-38.01,-0.30166666666666664,-4,0,88,126,0.6984126984126984,0.9998638252585544,NA,NA,NA,NA,NA,NA,NA,312.74260816838535,1
1992,12,57,79,1.3783783783783783,0,7,528.65,0,14.64,-105.7,-0.7141891891891892,-9.77,0,123,148,0.831081081081081,0.9963442988256523,NA,NA,NA,NA,NA,NA,NA,383.3323167953337,4
1993,12,113,226,108.02241379310345,0,11763,1359.33,0,35,-336.08,-0.5794482758620689,-11.99,0,398,580,0.6862068965517242,0.9954061684791938,NA,NA,NA,NA,NA,NA,NA,922.3096987073914,1
1994,12,101,181,1.2380952380952381,0,9,1069,0,31.98,-218.96,-0.5487719298245614,-13.99,0,282,399,0.706766917293233,1.0000000000000426,NA,NA,NA,NA,NA,NA,NA,1058.519607847649,4
1995,20,224,700,95.5766309204647,0,22812,15332.43,0,57.97,-2507.89,-0.5602971403038427,-19.92,0,3470,4476,0.7752457551385166,1.0000000000000853,25-34,B,25-34K,Unknown,1 Adult Kids,3,2,15182.112058952967,2
1996,12,117,207,1.1934097421203438,0,24,2654.2,0,25.98,-335.24,-0.4802865329512894,-7.2,0,547,698,0.7836676217765043,0.9997574866632872,NA,NA,NA,NA,NA,NA,NA,2565.9507046500307,4
1997,17,150,336,94.1755786113328,0,17182,4295.68,0,44.64,-487.35,-0.3889465283320032,-11.46,0,1006,1253,0.8028731045490822,0.9999999999999716,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,4253.565490183985,3
1998,8,88,166,1.151801535735381,1,5,2383.54,0.1,15.49,-594.16,-0.3509509746012995,-6.4,0,887,1693,0.5239220318960425,0.9992618052727515,NA,NA,NA,NA,NA,NA,NA,2197.9224820679706,4
1999,11,82,142,1.259493670886076,1,8,783.33,0.15,25.2,-158.93,-0.5029430379746835,-8,0,173,316,0.5474683544303798,1.0000000000000284,NA,NA,NA,NA,NA,NA,NA,775.650294119851,4
2000,9,65,93,1.221698113207547,1,5,552.29,0.3,16.8,-159.02,-0.7500943396226415,-12.95,0,153,212,0.7216981132075472,1.0000000000000284,NA,NA,NA,NA,NA,NA,NA,546.8753921584165,4
2001,12,115,188,152.44827586206895,0,36140,1214.28,0,112,-220.3,-0.5843501326259947,-8.58,0,269,377,0.713527851458886,0.9979066320293506,NA,NA,NA,NA,NA,NA,NA,994.2435366523287,2
2002,13,137,285,68.32700421940929,0,20662,2465.12,0,45,-672.14,-0.7090084388185653,-15.62,0,598,948,0.630801687763713,0.995388755846354,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown,1670.5984317246823,3
2003,14,141,288,1.2132822477650065,0,12,1976.48,0,19.99,-259.36,-0.3312388250319285,-7.5,0,710,783,0.9067688378033205,0.9997175182411556,NA,NA,NA,NA,NA,NA,NA,1903.3369482174426,4
2004,13,168,405,1.1728634850166482,0,7,10053.87,0,31.99,-1633.94,-0.4533684794672586,-9.07,0,3214,3604,0.8917869034406215,1.0000000000000249,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,9955.302647083574,4
2005,13,110,223,53.795,0,16680,1439.19,0,50.02,-346.67,-0.5777833333333333,-12.95,0,397,600,0.6616666666666666,0.9995173327750705,NA,NA,NA,NA,NA,NA,NA,1359.4634490815179,3
2006,15,151,388,40.1497641509434,0,12281,4873.24,0,39.96,-1266.9,-0.7469929245283019,-23.82,0,1082,1696,0.6379716981132075,0.9999999999999147,45-54,U,Under 15K,Unknown,Single Male,1,None/Unknown,4825.463137213753,1
2007,14,173,423,271.968658587547,0,17162,8887.75,0,41.65,-1327.51,-0.5547471792728792,-22.99,0,1812,2393,0.7572085248641872,0.9999284401588981,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,8738.085594411377,3
2008,15,137,271,1.2096569250317661,0,6,2332.45,0,31.38,-318.44,-0.4046251588310038,-5.78,0,599,787,0.761118170266836,0.9988177247193899,NA,NA,NA,NA,NA,NA,NA,2065.3961606025164,4
2009,13,111,199,78.17369727047146,0,13446,1506.88,0,25,-300.48,-0.7456079404466501,-14.59,0,280,403,0.6947890818858561,3.262794521172347e-8,NA,NA,NA,NA,NA,NA,NA,14.773333810584353,1
2010,10,95,174,15.278625954198473,0,7146,1605.98,0,65.97,-260.38,-0.4969083969465649,-7.2,0,323,524,0.6164122137404581,0.9997831308060992,NA,NA,NA,NA,NA,NA,NA,1556.4798451061063,1
2011,10,62,93,1.5266524520255864,0,8,1367.34,0,14.99,-326.51,-0.696183368869936,-8.36,0,370,469,0.7889125799573561,0.9999317823916687,45-54,U,75-99K,Homeowner,Single Male,1,None/Unknown,1344.761067502146,4
2012,18,158,403,164.92297297297296,0,24640,8535.06,0,50,-1974.64,-0.66710810810810806,-13.45,0,1817,2960,0.6138513513513514,0.9987136197950945,45-54,A,25-34K,Renter,Single Male,2,None/Unknown,7488.125322504371,2
2013,16,128,240,1.1938579654510557,0,8,1182.47,0,14.99,-216.5,-0.41554702495201534,-9.11,0,334,521,0.6410748560460653,0.008485572883263239,19-24,U,25-34K,Unknown,Single Female,1,None/Unknown,11.691066300797957,4
2014,12,107,209,1.1913946587537092,0,10,1489.89,0,17.98,-268.78000000000003,-0.3987833827893175,-6.4,0,507,674,0.7522255192878339,0.9994189088893902,NA,NA,NA,NA,NA,NA,NA,1394.2638050010114,4
2015,13,162,347,1.1881533101045296,0,5,6628.7,0,26.88,-1024.59,-0.51,-11.82,0,1476,2009,0.7346938775510204,0.9993186261902148,NA,NA,NA,NA,NA,NA,NA,6145.007994276017,4
2016,16,117,227,1.405311778290993,0,24,1728.53,0,15,-457.86,-0.5287066974595843,-70,0,580,866,0.6697459584295612,0.9983087142292222,NA,NA,NA,NA,NA,NA,NA,1463.9823720065547,4
2017,16,174,470,227.96088755171115,0,16978,7106.62,0,50.75,-1262.55,-0.47482136141406545,-13.99,0,1350,2659,0.5077096652877021,1.000000000000071,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,7036.947254951955,3
2018,19,158,372,1.3024105186267347,0,12,4038.15,0,19.99,-574.32,-0.419517896274653,-9.99,0,886,1369,0.6471877282688093,0.9997596683035854,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,3904.7175547230086,4
2019,15,187,502,29.047882136279927,0,21290,13160.5,0,50.01,-2518.61,-0.6626177321757433,-21.04,0,2174,3801,0.5719547487503288,1.0000000000000782,NA,NA,NA,NA,NA,NA,NA,13031.475490297922,2
2020,19,185,490,1.3392341040462428,0,10,8458.210000000001,0,37.26,-1262.62,-0.4561488439306358,-10.3,0,2134,2768,0.7709537572254336,0.998825994730231,35-44,A,100-124K,Unknown,2 Adults Kids,5+,3+,7495.330609166774,4
2021,9,86,140,1.3752665245202558,0,6,1393.24,0,36.41,-302.35,-0.6446695095948828,-12.64,0,351,469,0.7484008528784648,0.9992233188619114,NA,NA,NA,NA,NA,NA,NA,1280.1536638564899,4
2022,19,209,565,36.09784244856999,0,9145,7875.78,0,43.98,-1073.77,-0.5387706974410437,-10,0,1448,1993,0.7265429001505268,0.9988845804988479,NA,NA,NA,NA,NA,NA,NA,7015.989337856207,1
2023,12,77,139,6.027088036117381,0,1962,1805.63,0,34.84,-505.58,-1.1412641083521444,-17.52,0,408,443,0.9209932279909706,0.9999312782623526,45-54,U,35-49K,Homeowner,2 Adults Kids,3,1,1775.724656698873,4
2024,18,169,370,181.83118971061094,0,18324,4956.99,0,42.32,-641.63,-0.5157797427652733,-20,0,1009,1244,0.8110932475884244,0.999855024135139,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,4838.249123711246,3
2025,10,85,131,618.4897959183673,1,12911,1119.54,0,37.17,-117.41,-0.47922448979591836,-4.79,0,165,245,0.673469387755102,0.9967104776126403,NA,NA,NA,NA,NA,NA,NA,834.1640017864503,1
2026,13,87,165,1.800498753117207,0,12,1181.63,0,19.99,-660.13,-1.646209476309227,-26.64,0,260,401,0.6483790523690773,0.9960541475746553,NA,NA,NA,NA,NA,NA,NA,838.991663234913,4
2027,11,124,264,1.4575070821529745,0,9,1915.28,0,24.83,-506.75,-0.7177762039660056,-20,0,453,706,0.6416430594900849,0.988666289077028,NA,NA,NA,NA,NA,NA,NA,888.9699274287527,4
2028,10,98,185,7.736762481089259,0,4348,1984.73,0,19.99,-322.83,-0.4883963691376702,-5.85,0,568,661,0.859304084720121,0.9958468552374721,NA,NA,NA,NA,NA,NA,NA,1388.5761049716523,4
2029,14,91,181,1.3239130434782609,0,6,1688.9,0,149.99,-367.3,-0.7984782608695652,-50,0,382,460,0.8304347826086956,0.9841320763438375,NA,NA,NA,NA,NA,NA,NA,646.4926134356912,4
2030,16,149,348,19.02008032128514,0,17751,2628.1,0,51.11,-479.02,-0.4809437751004016,-13,0,671,996,0.6736947791164659,0.9999309857185616,35-44,B,75-99K,Homeowner,Single Female,1,None/Unknown,2584.4975893248475,3
2031,7,51,85,1.3611111111111112,1,4,306.37,0.33,9.67,-54.23,-0.37659722222222225,-3.98,0,76,144,0.5277777777777778,0.9976051556037521,NA,NA,NA,NA,NA,NA,NA,244.75206210805848,4
2032,12,79,110,227.8174273858921,0,12387,1274.78,0,324.75,-141.17,-0.5857676348547718,-5.77,0,148,241,0.6141078838174274,0.9993713219526175,NA,NA,NA,NA,NA,NA,NA,1187.6191481532353,1
2033,14,132,234,269.7088388214905,1,13494,2512.78,0.17,35,-233.63,-0.4049046793760832,-9.9,0,481,577,0.8336221837088388,1,NA,NA,NA,NA,NA,NA,NA,2488.144901960782,1
2034,14,117,292,169.82912937347436,0,10719,3118.35,0,27.47,-658.67,-0.535939788445891,-18.51,0,725,1229,0.5899104963384866,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,3087.777941180856,1
2035,12,107,187,1.3623188405797102,0,9,1083.6200000000001,0,15.99,-296.42,-0.6137060041407868,-9.9,0,269,483,0.556935817805383,0.8381159984441182,NA,NA,NA,NA,NA,NA,NA,62.4256047565287,4
2036,18,151,318,15.054806070826308,0,16424,4064.45,0,67.47,-414.51,-0.3495025295109612,-19.96,0,953,1186,0.8035413153456998,0.9998603014696369,NA,NA,NA,NA,NA,NA,NA,3969.153953570516,3
2037,10,115,213,1.2573839662447257,0,6,1743.97,0,34.99,-320.27,-0.45045007032348805,-29.99,0,335,711,0.4711673699015471,0.9975800931651994,NA,NA,NA,NA,NA,NA,NA,1390.4067702531022,4
2038,10,89,138,164.89664082687338,1,14804,1489.8,0,37,-289.22,-0.7473385012919896,-13.59,0,251,387,0.648578811369509,0.9992861426657991,NA,NA,NA,NA,NA,NA,NA,1376.9028946632711,1
2039,12,113,236,80.16304347826087,0,7821,2260.46,0,29.99,-506.6,-0.6883152173913043,-12.18,0,475,736,0.6453804347826086,0.9999355674923135,NA,NA,NA,NA,NA,NA,NA,2223.9690372423115,1
2040,13,124,234,96.31288766368021,0,12084,2968.51,0,28.99,-678.43,-0.46756030323914544,-14.99,0,1130,1451,0.7787732598208132,0.9859353716004077,25-34,U,25-34K,Homeowner,Single Male,1,None/Unknown,1221.4636818718166,1
2041,13,142,334,109.38064926798218,0,17459,6406.99,0,47,-1069.53,-0.6807956715467854,-16,0,1243,1571,0.7912157861234882,0.9999283087826615,35-44,B,35-49K,Renter,2 Adults No Kids,2,None/Unknown,6299.017946089777,3
2042,14,129,306,30.088422971741114,0,13221,4809.05,0,40.98,-897.1,-0.8177757520510484,-29.52,0,745,1097,0.6791248860528715,0.9966482024851364,NA,NA,NA,NA,NA,NA,NA,3566.48791721063,1
2043,11,119,217,14.006802721088436,0,9393,1640.79,0,22.58,-334.75,-0.4554421768707483,-13.45,0,429,735,0.5836734693877551,0.9993541565846609,NA,NA,NA,NA,NA,NA,NA,1526.1391325636498,1
2044,13,93,159,1.2005813953488371,0,4,1000.84,0,50,-115.26,-0.3350581395348837,-11.88,0,258,344,0.75,0.9403634917478124,NA,NA,NA,NA,NA,NA,NA,142.31440777418968,4
2045,10,45,71,156.1011235955056,0,8896,310.64,0,20.01,-34.8,-0.39101123595505616,-4.81,0,62,89,0.6966292134831461,0.909253863204508,NA,NA,NA,NA,NA,NA,NA,30.531643156532933,1
2046,12,79,110,92.99431818181819,0,16173,638.8,0,64.99,-83.79,-0.47607954545454545,-7.79,0,141,176,0.8011363636363636,0.9969915581104295,NA,NA,NA,NA,NA,NA,NA,486.2513591340221,3
2047,19,170,414,296.78688524590166,0,19172,4816.35,0,51.93,-829.23,-0.6179061102831594,-15.64,0,957,1342,0.7131147540983607,0.997027981600154,NA,NA,NA,NA,NA,NA,NA,3676.4755763910825,3
2048,12,100,151,205.56426332288402,0,11688,1538.46,0,68.97,-187.82,-0.5887774294670847,-7.5,0,261,319,0.8181818181818182,0.9971106307586637,NA,NA,NA,NA,NA,NA,NA,1181.8864292738588,1
2049,9,91,154,1.368421052631579,0,9,998.12,0,29.99,-202.52,-0.7105964912280702,-14.07,0,203,285,0.712280701754386,0.9998676608571643,NA,NA,NA,NA,NA,NA,NA,975.4258082673266,4
2050,15,163,366,306.7984496124031,0,31727,5193.22,0,85,-1014.32,-0.7862945736434108,-44.94,0,865,1290,0.6705426356589147,0.9997409832893441,35-44,A,25-34K,Homeowner,2 Adults Kids,5+,3+,5012.474609862114,2
2051,14,138,289,187.55355805243445,0,17196,4923.16,0,91.61,-592.59,-0.4438876404494382,-30,0,973,1335,0.7288389513108614,1.214989837374747e-32,NA,NA,NA,NA,NA,NA,NA,48.26627450980392,3
2052,5,30,38,1.3076923076923077,1,4,131.83,0,7.61,-40.38,-0.7765384615384615,-5.08,0,39,52,0.75,0.9858570527245726,NA,NA,NA,NA,NA,NA,NA,54.06860543181003,4
2053,14,132,270,34.68171206225681,0,7474,3351.34,0,29.97,-628.57,-0.48915953307392995,-13.45,0,945,1285,0.7354085603112841,0.9968939484646435,45-54,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,2532.0240169496115,1
2054,7,32,44,1.3580246913580247,0,6,217.6,0,18.07,-171.02,-2.111358024691358,-24.58,0,30,81,0.37037037037037035,0.9997292007086753,NA,NA,NA,NA,NA,NA,NA,209.78568517901266,4
2055,12,126,219,40.88122605363985,0,9177,2408.7400000000002,0,20.02,-305.15,-0.3897190293742018,-5.99,0,567,783,0.7241379310344828,0.9999999999999858,NA,NA,NA,NA,NA,NA,NA,2385.124901957393,1
2056,16,140,261,1.1759493670886076,0,5,2450.8,0,31.98,-424.37,-0.5371772151898734,-9,0,570,790,0.7215189873417721,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,2426.7725490230546,4
2057,13,139,300,316.44135802469134,0,28092,3150.45,0,70,-723.26,-0.7440946502057613,-10.25,0,606,972,0.6234567901234568,1.0000000000000568,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,3119.5632353118476,2
2058,19,175,393,82.50297265160523,0,17204,5970.57,0,42.99,-534.31,-0.31766349583828773,-13,0,1407,1682,0.8365041617122473,1.000000000000142,25-34,B,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,5912.03500008401,3
2059,14,149,310,35.01800554016621,0,16399,2359.12,0,40,-481.69,-0.6671606648199446,-15.76,0,357,722,0.49445983379501385,0.9999335496113971,NA,NA,NA,NA,NA,NA,NA,2320.5710874945585,3
2060,10,48,70,228.55072463768116,1,15739,629.9,0,45,-61.19,-0.4434057971014493,-5.27,0,106,138,0.7681159420289855,0.9985477231189831,NA,NA,NA,NA,NA,NA,NA,544.6292613111688,3
2061,8,45,62,1.2763157894736843,0,4,226.71,0,14.99,-55.92,-0.7357894736842105,-15.58,0,53,76,0.6973684210526315,0.9862360194709731,NA,NA,NA,NA,NA,NA,NA,94.46538330014715,4
2062,18,175,450,26.549610894941633,0,6078,5357.62,0,89.99,-1671.67,-0.8130690661478599,-47.84,0,1127,2056,0.5481517509727627,0.999364065089711,25-34,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,4987.896558668699,1
2063,14,103,222,1.3786008230452675,0,8,2591.43,0,26.16,-531.5600000000001,-0.5468724279835391,-16.8,0,813,972,0.8364197530864198,0.9995718406019352,55-64,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,2460.668010124191,4
2064,17,180,479,13.104215456674472,0,11241,5424.85,0,137.94,-590.7,-0.3458430913348946,-7.58,0,1301,1708,0.7617096018735363,1.0000000000000213,19-24,U,50-74K,Unknown,Single Female,1,None/Unknown,5371.665196089877,1
2065,13,127,258,1.1085714285714285,0,4,3268.33,0,38.97,-672.2,-0.548734693877551,-8.36,0,989,1225,0.8073469387755102,0.9998558051979637,NA,NA,NA,NA,NA,NA,NA,3190.285293387665,4
2066,11,112,192,34.72810218978102,0,10959,2141.78,0,99.98,-580.64,-1.0595620437956204,-60,0,423,548,0.7718978102189781,0.9999323619503492,NA,NA,NA,NA,NA,NA,NA,2106.533971924328,1
2067,6,35,42,1.2881355932203389,1,7,120.01,0.4,7.99,-16.04,-0.271864406779661,-4.98,0,36,59,0.6101694915254238,0.9993993801766655,NA,NA,NA,NA,NA,NA,NA,112.10045577803697,4
2068,16,148,339,24.865210843373493,0,8852,2561.4,0,20,-753.57,-0.5674472891566265,-15.25,0,998,1328,0.7515060240963856,0.9960492178847062,55-64,A,50-74K,Homeowner,Single Female,2,None/Unknown,1818.025838503829,1
2069,13,138,277,4.864748201438849,0,2417,2068.17,0,29.95,-304.24,-0.43775539568345323,-5,0,471,695,0.6776978417266187,0.9969188777232216,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,1565.5337364782797,4
2070,20,199,571,38.24252801992528,0,11815,9210.42,0,59.99,-2380.22,-0.7410398505603986,-45.99,0,2333,3212,0.7263387297633873,0.9999135191082351,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,9041.926379052584,3
2071,10,102,182,1.1761978361669243,0,6,1732.97,0,78.88,-363.13,-0.5612519319938176,-79.36,0,406,647,0.6275115919629057,0.9999999999999432,NA,NA,NA,NA,NA,NA,NA,1715.98009802946,4
2072,7,53,81,1.2805755395683454,0,3,278.28,0,16.99,-72.99,-0.5251079136690647,-3.99,0,78,139,0.5611510791366906,0.996832254738659,NA,NA,NA,NA,NA,NA,NA,209.26267879351425,4
2073,11,83,183,180.20376175548589,0,20763,1697.23,0,46.41,-500.33,-0.7842163009404389,-7.87,0,496,638,0.7774294670846394,0.005045179698287474,NA,NA,NA,NA,NA,NA,NA,16.723045218008142,3
2074,11,88,127,13.636678200692042,0,3572,678.72,0,19.03,-151.49,-0.5241868512110727,-21.35,0,211,289,0.7301038062283737,0.9696373295602188,NA,NA,NA,NA,NA,NA,NA,166.50679328951344,4
2075,15,155,352,104.77894736842106,0,18396,4736.51,0,48,-999.21,-0.6187058823529412,-20.94,0,1110,1615,0.6873065015479877,1.000000000000128,NA,NA,NA,NA,NA,NA,NA,4690.073627510961,3
2076,19,169,436,252.08832224685884,0,20193,8297.94,0,53.69,-1111.54,-0.41076866223207686,-12,0,2105,2706,0.7779009608277901,0.9989075838464611,25-34,A,100-124K,Homeowner,2 Adults Kids,3,1,7407.392161749523,3
2077,18,116,195,124.21084337349397,0,10148,1835.18,0,25.87,-203.9,-0.30707831325301205,-7.48,0,482,664,0.7259036144578314,0.9976135661056017,NA,NA,NA,NA,NA,NA,NA,1467.0792697141824,1
2078,13,97,176,306.7109207708779,0,15823,2323.92,0,47.36,-386.27,-0.8271306209850107,-13.08,0,349,467,0.7473233404710921,0.9999344196816906,NA,NA,NA,NA,NA,NA,NA,2286.1438663426525,3
2079,19,141,323,7.225258493353028,0,7877,4802.87,0,38.97,-717.45,-0.5298744460856721,-14.02,0,1042,1354,0.7695716395864106,0.9975213247589707,NA,NA,NA,NA,NA,NA,NA,3811.128142496163,1
2080,14,126,273,33.87293298520453,0,14605,5704.14,0,430,-876.87,-0.38157963446475196,-4.8,0,1832,2298,0.7972149695387293,1.0000000000000142,NA,NA,NA,NA,NA,NA,NA,5648.217058831552,3
2081,11,79,115,1.835820895522388,1,40,921.84,0,51.38,-191.22,-0.7135074626865672,-30,0,138,268,0.5149253731343284,0.9948255914324963,NA,NA,NA,NA,NA,NA,NA,601.5406458054376,4
2082,18,151,354,313.83012379642366,0,21667,5082.41,0,61.09,-996.21,-0.6851513067400276,-19.67,0,1096,1454,0.7537826685006878,1.000000000000128,45-54,A,Under 15K,Homeowner,2 Adults Kids,3,1,5032.582451044754,3
2083,18,177,431,152.78040680780407,0,16437,8308.39,0,53.99,-1299.76,-0.5395433789954338,-33.89,0,1854,2409,0.7696139476961394,0.9999999999998934,NA,NA,NA,NA,NA,NA,NA,8226.93519599074,3
2084,17,139,295,156.90956340956342,0,18026,2937.95,0,95,-826.94,-0.8596049896049897,-27.98,0,657,962,0.682952182952183,0.9993036128609211,55-64,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,2719.7468928540993,3
2085,19,208,611,105.21284731073158,0,27251,12894.57,0,199.99,-2955.05,-0.7532628090746878,-19.69,0,2685,3923,0.6844251848075452,0.9999999999999245,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,12768.15264696242,2
2086,19,177,434,10.86568787384448,0,9681,6269.54,0,47.18,-1019.01,-0.5541109298531811,-28,0,1584,1839,0.8613376835236541,0.9999138317366757,45-54,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,6155.03703635666,1
2087,17,166,449,190.1454475308642,0,13477,7832.74,0,199.99,-1834.86,-0.7078935185185186,-32.08,0,1565,2592,0.6037808641975309,0.9985806348017237,45-54,B,100-124K,Homeowner,Unknown,1,None/Unknown,6791.926080569905,3
2088,17,167,395,1.5251162790697674,0,31,4905.71,0,32.99,-983.03,-0.4572232558139535,-8.77,0,1444,2150,0.6716279069767442,0.9999999999999716,25-34,U,35-49K,Unknown,Single Female,1,None/Unknown,4857.614803907758,4
2089,2,15,19,1.0303030303030303,0,2,159.96,0,6.38,-24.36,-0.3690909090909091,-1.91,0,17,66,0.25757575757575757,0.9983621775486133,NA,NA,NA,NA,NA,NA,NA,136.10086024899758,4
2090,13,98,166,77.24568965517241,0,11261,1201.03,0,21.38,-306.83,-0.661271551724138,-5.66,0,307,464,0.6616379310344828,0.998392937180337,NA,NA,NA,NA,NA,NA,NA,1024.5961571464588,1
2091,12,86,135,1.2338129496402879,1,8,834.5600000000001,0.69,18.99,-153.51,-0.5521942446043165,-8.16,0,221,278,0.7949640287769785,0.9984524667736068,NA,NA,NA,NA,NA,NA,NA,715.6316617707605,4
2092,14,111,220,227.77279102384293,0,15008,2290.54,0,36.84,-435.11,-0.6102524544179523,-11.99,0,539,713,0.7559607293127629,8.241972240642214e-9,35-44,A,Under 15K,Homeowner,1 Adult Kids,3,1,22.4562746930554,1
2093,11,57,74,549.578947368421,1,17487,490.98,0,50,-94.57,-0.8295614035087719,-11.26,0,87,114,0.7631578947368421,0.9927388421910638,NA,NA,NA,NA,NA,NA,NA,281.65345336020476,3
2094,17,150,336,1.5469767441860465,0,12,3055.52,0,23.97,-693.96,-0.6455441860465116,-17.06,0,615,1075,0.5720930232558139,0.9997754635441353,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,2959.1208702993863,4
2095,17,162,385,44.7469342251951,0,6948,3790.4900000000002,0,50.28,-511.6,-0.2851727982162765,-5.1,0,1329,1794,0.7408026755852842,0.9999999999999432,NA,NA,NA,NA,NA,NA,NA,3753.3283333119953,1
